ID§age§job§marital§education§default§balance§housing§loan§contact§day§month§campaign§pdays§previous§poutcome§y
3§§entrepreneur§married§secondary§no§2,0§yes§yes§unknown§5§may§1,0§-1,0§0§unknown§
44780§67,0§retired§married§unknown§no§2540,0§no§no§telephone§14§sep§3,0§92,0§9§success§
44782§62,0§retired§married§tertiary§no§2557,0§yes§no§cellular§14§sep§1,0§216,0§7§success§
44783§42,0§management§single§secondary§no§900,0§yes§no§unknown§14§sep§1,0§524,0§7§other§
44784§41,0§admin.§married§secondary§no§3138,0§no§no§cellular§14§sep§1,0§398,0§1§failure§
44786§43,0§blue-collar§married§secondary§no§408,0§yes§no§unknown§14§sep§1,0§838,0§3§other§
44788§30,0§management§single§tertiary§no§13774,0§no§no§cellular§14§sep§1,0§-1,0§0§unknown§
44789§§retired§married§primary§no§1765,0§no§no§telephone§14§sep§1,0§187,0§4§failure§
44791§§student§single§unknown§no§1506,0§no§no§cellular§14§sep§1,0§-1,0§0§unknown§
44793§40,0§entrepreneur§married§tertiary§no§3585,0§no§no§cellular§15§sep§3,0§-1,0§0§unknown§
44797§39,0§management§married§unknown§no§76,0§no§no§cellular§15§sep§1,0§183,0§1§success§
44800§43,0§blue-collar§married§primary§no§445,0§yes§no§unknown§15§sep§1,0§-1,0§0§unknown§
44803§31,0§management§single§tertiary§no§3340,0§no§no§cellular§15§sep§2,0§469,0§3§success§
44805§32,0§student§single§unknown§no§0,0§no§no§unknown§15§sep§1,0§-1,0§0§unknown§
44808§33,0§blue-collar§single§primary§no§611,0§no§no§telephone§16§sep§2,0§-1,0§0§unknown§
44810§49,0§technician§married§tertiary§no§1071,0§no§no§cellular§16§sep§1,0§91,0§1§success§
44812§39,0§admin.§divorced§secondary§no§112,0§no§no§cellular§16§sep§3,0§-1,0§0§unknown§
44816§60,0§retired§married§secondary§no§975,0§no§no§cellular§16§sep§1,0§792,0§1§failure§
44817§35,0§management§married§unknown§no§2326,0§yes§yes§cellular§16§sep§1,0§-1,0§0§unknown§
44821§23,0§self-employed§single§tertiary§no§780,0§no§no§cellular§16§sep§1,0§183,0§3§success§
44826§66,0§retired§married§primary§no§388,0§no§no§cellular§17§sep§2,0§-1,0§0§unknown§
44827§41,0§management§married§tertiary§no§0,0§no§no§cellular§17§sep§4,0§63,0§11§other§
44829§34,0§management§married§tertiary§no§3301,0§yes§no§cellular§17§sep§5,0§92,0§6§success§
44830§37,0§management§divorced§tertiary§no§488,0§yes§no§cellular§17§sep§1,0§854,0§2§failure§
44832§46,0§management§divorced§tertiary§no§624,0§no§no§cellular§17§sep§2,0§183,0§2§success§
44834§33,0§blue-collar§married§secondary§no§889,0§yes§no§unknown§18§sep§1,0§373,0§6§success§
44837§33,0§blue-collar§married§primary§no§-195,0§no§no§unknown§20§sep§1,0§-1,0§0§unknown§
44842§35,0§student§single§secondary§no§278,0§no§no§unknown§21§sep§1,0§-1,0§0§unknown§
44843§31,0§student§single§secondary§no§0,0§no§no§cellular§22§sep§1,0§-1,0§0§unknown§
44844§44,0§management§divorced§tertiary§no§2367,0§no§no§cellular§22§sep§1,0§184,0§6§success§
44849§45,0§admin.§single§secondary§no§375,0§no§yes§unknown§22§sep§1,0§594,0§6§failure§
44851§36,0§management§single§tertiary§no§5958,0§yes§no§cellular§22§sep§1,0§184,0§1§success§
44858§25,0§management§single§tertiary§no§3902,0§no§no§cellular§23§sep§1,0§-1,0§0§unknown§
44859§31,0§housemaid§married§secondary§no§243,0§yes§no§cellular§23§sep§2,0§842,0§1§failure§
44863§§services§single§secondary§no§0,0§no§no§cellular§23§sep§1,0§-1,0§0§unknown§
44868§§§§secondary§no§§§no§cellular§23§sep§§§0§unknown§
44869§31,0§management§single§tertiary§no§2590,0§no§no§cellular§23§sep§2,0§484,0§2§other§
44871§§student§single§unknown§no§179,0§no§no§cellular§23§sep§1,0§182,0§6§failure§
44872§37,0§blue-collar§single§unknown§no§217,0§no§no§cellular§23§sep§2,0§-1,0§0§unknown§
44875§36,0§unemployed§married§secondary§no§17458,0§no§no§cellular§23§sep§2,0§-1,0§0§unknown§
44877§34,0§management§married§tertiary§no§937,0§no§no§cellular§23§sep§1,0§391,0§3§failure§
44880§30,0§self-employed§single§tertiary§no§655,0§no§no§cellular§23§sep§4,0§184,0§1§success§
44882§35,0§admin.§single§secondary§no§303,0§no§no§cellular§24§sep§2,0§190,0§10§other§
44885§40,0§management§single§tertiary§no§3840,0§yes§no§cellular§24§sep§2,0§409,0§2§success§
44886§32,0§blue-collar§single§secondary§no§2093,0§no§no§cellular§24§sep§2,0§444,0§1§failure§
44888§49,0§management§married§tertiary§no§1167,0§yes§yes§cellular§24§sep§1,0§91,0§14§success§
44895§§retired§married§primary§no§4657,0§no§no§cellular§27§sep§4,0§94,0§16§other§
44896§34,0§management§married§tertiary§no§812,0§no§no§cellular§27§sep§2,0§279,0§1§failure§
44897§23,0§student§single§secondary§no§1062,0§no§no§telephone§27§sep§3,0§-1,0§0§unknown§
44898§31,0§technician§married§tertiary§no§3338,0§yes§no§cellular§27§sep§2,0§95,0§4§failure§
44899§24,0§management§single§tertiary§no§393,0§no§no§cellular§27§sep§1,0§-1,0§0§unknown§
44900§77,0§retired§married§tertiary§no§0,0§no§no§cellular§27§sep§4,0§-1,0§0§unknown§
44903§69,0§admin.§married§secondary§no§813,0§no§no§telephone§28§sep§2,0§-1,0§0§unknown§
44908§31,0§management§married§unknown§no§385,0§no§no§cellular§29§sep§2,0§491,0§4§failure§
44909§48,0§management§divorced§tertiary§no§-130,0§yes§no§cellular§29§sep§2,0§61,0§9§failure§
44917§34,0§technician§single§secondary§no§3311,0§no§no§cellular§1§oct§2,0§-1,0§0§unknown§
44918§60,0§admin.§married§secondary§no§4348,0§yes§no§cellular§1§oct§2,0§98,0§12§other§
44921§58,0§unemployed§married§tertiary§no§1333,0§no§no§cellular§1§oct§1,0§-1,0§0§unknown§
44932§31,0§student§single§secondary§no§3511,0§no§no§cellular§6§oct§1,0§96,0§1§success§
44933§71,0§retired§married§secondary§no§1696,0§no§no§cellular§6§oct§1,0§-1,0§0§unknown§
44934§33,0§self-employed§married§tertiary§no§1278,0§no§no§cellular§6§oct§1,0§-1,0§0§unknown§
44936§39,0§management§married§tertiary§no§2939,0§no§no§cellular§6§oct§1,0§99,0§3§failure§
44937§27,0§technician§single§secondary§no§927,0§no§no§cellular§6§oct§1,0§-1,0§0§unknown§
44941§22,0§admin.§single§secondary§no§372,0§no§no§cellular§6§oct§1,0§-1,0§0§unknown§
44942§34,0§management§single§tertiary§no§549,0§no§no§cellular§6§oct§2,0§-1,0§0§unknown§
44943§26,0§management§single§tertiary§no§1592,0§no§no§cellular§6§oct§2,0§485,0§5§other§
44944§40,0§housemaid§married§tertiary§no§0,0§no§no§unknown§6§oct§1,0§-1,0§0§unknown§
44945§24,0§technician§single§tertiary§no§368,0§no§no§cellular§7§oct§2,0§-1,0§0§unknown§
44946§60,0§retired§married§secondary§no§7038,0§no§no§telephone§7§oct§4,0§-1,0§0§unknown§
44948§§admin.§divorced§secondary§no§0,0§yes§yes§cellular§7§oct§1,0§245,0§4§failure§
44949§26,0§student§single§secondary§no§706,0§no§no§unknown§8§oct§1,0§105,0§2§other§
44952§48,0§services§divorced§unknown§no§973,0§no§no§cellular§8§oct§1,0§134,0§2§success§
44954§38,0§admin.§married§secondary§no§5270,0§no§no§cellular§8§oct§1,0§91,0§12§other§
44962§48,0§admin.§married§secondary§no§368,0§no§no§cellular§8§oct§2,0§140,0§7§success§
44963§34,0§admin.§married§secondary§no§247,0§no§no§cellular§8§oct§2,0§-1,0§0§unknown§
44965§§blue-collar§single§primary§no§-42,0§no§no§unknown§10§oct§1,0§-1,0§0§unknown§
44967§28,0§services§single§secondary§no§1347,0§no§no§telephone§11§oct§2,0§108,0§14§other§
44968§§retired§divorced§secondary§no§4572,0§no§no§cellular§11§oct§2,0§95,0§16§failure§
44972§48,0§admin.§married§secondary§no§0,0§no§yes§cellular§11§oct§1,0§104,0§5§failure§
44975§39,0§management§married§tertiary§no§839,0§no§yes§cellular§11§oct§2,0§774,0§11§failure§
44984§35,0§blue-collar§divorced§unknown§no§172,0§no§no§unknown§11§oct§1,0§381,0§2§other§
44986§29,0§admin.§married§secondary§no§535,0§no§no§cellular§11§oct§2,0§-1,0§0§unknown§
44987§51,0§retired§married§secondary§no§0,0§yes§no§cellular§11§oct§4,0§-1,0§0§unknown§
44989§27,0§unemployed§single§primary§no§93,0§no§no§unknown§11§oct§1,0§-1,0§0§unknown§
44991§31,0§management§married§tertiary§no§4328,0§no§no§cellular§12§oct§4,0§165,0§14§success§
44993§38,0§management§married§tertiary§no§1257,0§no§no§cellular§12§oct§1,0§-1,0§0§unknown§
44999§33,0§management§single§tertiary§no§131,0§yes§no§cellular§12§oct§3,0§427,0§2§failure§
45001§38,0§blue-collar§single§secondary§no§0,0§no§no§unknown§12§oct§1,0§-1,0§0§unknown§
45005§29,0§self-employed§single§tertiary§no§1579,0§no§no§cellular§13§oct§1,0§92,0§5§success§
45007§§management§married§tertiary§no§413,0§no§no§cellular§13§oct§2,0§183,0§3§success§
45009§26,0§technician§single§secondary§no§342,0§no§no§cellular§14§oct§2,0§-1,0§0§unknown§
45011§144,0§retired§married§primary§no§1255,0§no§no§cellular§32§oct§2,0§92,0§4§success§
45012§59,0§technician§married§secondary§no§1,0§no§no§cellular§14§oct§1,0§182,0§5§success§
45016§53,0§admin.§married§secondary§no§459,0§no§no§cellular§14§oct§6,0§192,0§1§success§
45017§§management§married§tertiary§no§0,0§no§no§cellular§14§oct§3,0§-1,0§0§unknown§
45019§38,0§management§married§tertiary§no§276,0§no§no§cellular§14§oct§1,0§-1,0§0§unknown§
45024§41,0§management§divorced§tertiary§no§3355,0§no§no§cellular§14§oct§2,0§500,0§1§failure§
45025§§admin.§married§secondary§no§1387,0§yes§no§cellular§14§oct§1,0§826,0§1§failure§
45027§45,0§management§married§secondary§no§2897,0§no§no§cellular§15§oct§4,0§105,0§7§failure§
45028§39,0§services§single§secondary§no§471,0§no§no§unknown§15§oct§1,0§-1,0§0§unknown§
45029§60,0§retired§divorced§secondary§no§514,0§no§no§cellular§15§oct§2,0§213,0§10§success§
45031§29,0§self-employed§single§tertiary§no§270,0§yes§no§cellular§15§oct§5,0§274,0§11§failure§
45034§26,0§admin.§married§tertiary§no§319,0§no§no§cellular§15§oct§1,0§-1,0§0§unknown§
45040§22,0§management§single§tertiary§no§104,0§no§yes§cellular§18§oct§1,0§185,0§3§success§
45041§34,0§technician§married§secondary§no§159,0§yes§no§cellular§18§oct§1,0§-1,0§0§unknown§
45043§64,0§retired§married§secondary§no§466,0§yes§no§cellular§18§oct§1,0§-1,0§0§unknown§
45046§26,0§student§single§secondary§no§316,0§no§no§cellular§18§oct§2,0§-1,0§0§unknown§
45047§27,0§management§single§tertiary§no§107,0§no§no§cellular§18§oct§3,0§-1,0§0§unknown§
45052§26,0§technician§single§secondary§no§4859,0§no§no§cellular§19§oct§2,0§92,0§3§other§
45054§25,0§admin.§single§tertiary§no§1734,0§no§no§cellular§19§oct§1,0§-1,0§0§unknown§
45055§34,0§admin.§single§tertiary§no§1077,0§no§no§cellular§19§oct§1,0§151,0§5§other§
45057§64,0§management§married§tertiary§no§5112,0§no§no§telephone§19§oct§7,0§137,0§11§other§
45060§43,0§management§married§tertiary§no§2450,0§no§yes§cellular§20§oct§1,0§-1,0§0§unknown§
45061§§retired§divorced§secondary§no§4833,0§no§no§cellular§20§oct§1,0§181,0§3§failure§
45062§30,0§self-employed§single§secondary§no§1031,0§no§no§unknown§20§oct§1,0§-1,0§0§unknown§
45063§58,0§retired§married§primary§no§742,0§no§no§unknown§20§oct§1,0§-1,0§0§unknown§
45069§26,0§student§single§secondary§no§108,0§no§no§cellular§21§oct§1,0§175,0§3§success§
45070§52,0§technician§married§secondary§no§371,0§yes§yes§cellular§21§oct§1,0§183,0§3§success§
45074§37,0§management§married§tertiary§no§203,0§no§no§cellular§21§oct§1,0§90,0§5§success§
45075§48,0§admin.§married§secondary§no§50,0§no§yes§cellular§21§oct§1,0§-1,0§0§unknown§
45076§28,0§technician§single§tertiary§no§11862,0§no§no§cellular§21§oct§2,0§238,0§13§other§
45078§20,0§student§single§secondary§no§88,0§no§no§telephone§21§oct§1,0§181,0§4§other§
45080§63,0§retired§single§tertiary§no§791,0§no§no§cellular§21§oct§2,0§-1,0§0§unknown§
45081§27,0§student§single§secondary§no§1164,0§no§no§cellular§21§oct§2,0§104,0§2§failure§
45083§66,0§retired§married§primary§no§8,0§no§no§cellular§22§oct§2,0§-1,0§0§unknown§
45091§33,0§admin.§single§tertiary§no§146,0§no§no§cellular§22§oct§1,0§91,0§3§success§
45094§§§§secondary§no§§§no§cellular§22§oct§§§8§other§
45095§47,0§admin.§single§secondary§no§1693,0§yes§no§cellular§22§oct§2,0§92,0§4§other§
45096§§retired§divorced§primary§no§2693,0§no§no§cellular§25§oct§2,0§94,0§12§other§
45098§61,0§self-employed§married§tertiary§no§10861,0§no§no§cellular§25§oct§1,0§91,0§5§success§
45099§44,0§technician§single§unknown§no§11115,0§no§no§cellular§25§oct§1,0§185,0§4§success§
45100§30,0§management§single§tertiary§no§985,0§yes§no§cellular§25§oct§1,0§94,0§2§success§
45102§74,0§retired§married§secondary§no§935,0§no§no§cellular§25§oct§1,0§173,0§3§success§
45103§31,0§admin.§single§secondary§no§410,0§no§no§cellular§25§oct§1,0§185,0§1§success§
45104§33,0§admin.§married§secondary§no§51,0§yes§yes§cellular§25§oct§1,0§284,0§3§success§
45110§78,0§management§married§unknown§no§1780,0§yes§no§cellular§25§oct§2,0§185,0§7§success§
45112§64,0§retired§married§primary§no§445,0§no§no§cellular§26§oct§3,0§186,0§1§other§
45115§36,0§technician§single§secondary§no§204,0§yes§no§cellular§26§oct§1,0§144,0§8§other§
45122§56,0§admin.§divorced§secondary§no§1693,0§no§no§cellular§26§oct§4,0§442,0§4§failure§
45123§40,0§entrepreneur§single§tertiary§no§262,0§yes§yes§unknown§26§oct§1,0§-1,0§0§unknown§
45124§49,0§technician§married§secondary§no§308,0§no§no§cellular§26§oct§2,0§91,0§5§failure§
45127§54,0§technician§married§tertiary§no§876,0§no§no§cellular§27§oct§3,0§541,0§3§success§
45130§46,0§technician§married§unknown§no§3308,0§no§no§cellular§27§oct§1,0§91,0§2§success§
45132§§management§married§tertiary§no§0,0§no§no§cellular§27§oct§1,0§-1,0§0§unknown§
45146§28,0§services§single§tertiary§no§441,0§no§no§cellular§8§nov§1,0§-1,0§0§unknown§
45161§35,0§technician§married§secondary§no§0,0§yes§no§cellular§9§nov§1,0§96,0§5§success§
45163§29,0§admin.§single§secondary§no§464,0§no§no§cellular§9§nov§2,0§91,0§3§success§
45165§35,0§services§married§tertiary§no§4655,0§no§no§cellular§9§nov§2,0§-1,0§0§unknown§
45167§41,0§unemployed§single§tertiary§no§79,0§no§no§telephone§9§nov§1,0§390,0§2§success§
45174§36,0§admin.§single§tertiary§no§980,0§no§no§cellular§11§nov§4,0§104,0§7§failure§
45175§62,0§blue-collar§married§secondary§no§272,0§no§no§cellular§11§nov§1,0§92,0§3§success§
45178§36,0§admin.§divorced§secondary§no§1224,0§yes§no§cellular§12§nov§1,0§374,0§1§success§
45183§34,0§technician§married§secondary§no§133,0§no§no§cellular§15§nov§2,0§187,0§5§success§
45195§59,0§management§married§tertiary§no§138,0§yes§yes§cellular§16§nov§2,0§187,0§5§failure§
45197§25,0§student§single§secondary§no§358,0§no§no§cellular§16§nov§1,0§-1,0§0§unknown§
45201§38,0§technician§married§secondary§no§557,0§yes§no§cellular§16§nov§4,0§-1,0§0§unknown§
45203§34,0§admin.§single§secondary§no§557,0§no§no§cellular§17§nov§1,0§-1,0§0§unknown§
